,,,,,,,revenue_per_person,customer_type 
,,,,,,,106.65,Transient
,,,,,,,104.28,Transient-Party
,,,,,,,156.6,Transient
,,,,,,,127.5,Transient
,,,,,,,136.8,Transient
,,,,,,,145.625,Transient
,,,,,,,190.8,Transient
,,,,,,,324.875,Transient
,,,,,,,33.75,Transient
,,,,,,,76.5,Transient
,,,,,,,67.5,Transient
,,,,,,,96.9,Transient
,,,,,,,117.45,Transient
,,,,,,,147.9,Transient
,,,,,,,127.5,Transient
,,,,,,,147.9,Transient
,,,,,,,147.9,Transient
,,,,,,,137.28,Transient
,,,,,,,644,Transient
,,,,,,,644,Transient
,,,,,,,322,Transient
,,,,,,,589.08,Transient
,,,,,,,178.4533333,Transient
,,,,,,,609.235,Transient
,,,,,,,48.5,Transient
,,,,,,,33.75,Transient
,,,,,,,33.75,Transient
,,,,,,,116.1,Transient
,,,,,,,153,Transient
,,,,,,,116.1,Transient
,,,,,,,303.3,Transient
,,,,,,,121.95,Transient
,,,,,,,110.25,Transient
,,,,,,,118.5,Transient
,,,,,,,186,Transient
,,,,,,,128.52,Transient
,,,,,,,167.46,Transient
,,,,,,,147.9,Transient
,,,,,,,106.48,Transient
,,,,,,,136,Transient
,,,,,,,156.4,Transient
,,,,,,,197.625,Transient
,,,,,,,197.625,Transient
,,,,,,,187,Transient
,,,,,,,172.125,Transient
,,,,,,,481.95,Transient
,,,,,,,35.55,Transient
,,,,,,,33.75,Transient
,,,,,,,35.55,Transient
,,,,,,,76.5,Transient
,,,,,,,67.5,Transient
,,,,,,,80,Transient-Party
,,,,,,,84.66666667,Transient
,,,,,,,80,Transient-Party
,,,,,,,103.95,Transient
,,,,,,,69.05,Transient-Party
,,,,,,,69,Transient-Party
,,,,,,,79,Transient
,,,,,,,72,Transient
,,,,,,,80,Transient-Party
,,,,,,,96.66666667,Transient
,,,,,,,126.45,Transient
,,,,,,,163.5,Transient
,,,,,,,160.2,Transient
,,,,,,,120,Transient
,,,,,,,178.92,Transient
,,,,,,,160,Transient
,,,,,,,160,Transient
,,,,,,,280,Transient
,,,,,,,178.92,Transient
,,,,,,,160,Transient
,,,,,,,155.64,Transient
,,,,,,,147.9,Transient
,,,,,,,156.82,Transient
,,,,,,,160.08,Transient
,,,,,,,355.32,Transient
,,,,,,,160,Transient
,,,,,,,160,Transient
,,,,,,,163.5,Transient
,,,,,,,116.775,Transient
,,,,,,,160,Transient
,,,,,,,160,Transient
,,,,,,,194,Transient
,,,,,,,160,Transient
,,,,,,,160,Transient
,,,,,,,280,Transient
,,,,,,,178.92,Transient
,,,,,,,24,Transient
,,,,,,,160.66,Transient
,,,,,,,178.92,Transient
,,,,,,,160,Transient
,,,,,,,160,Transient
,,,,,,,280.52,Transient
,,,,,,,160,Transient
,,,,,,,177.66,Transient
,,,,,,,24,Transient
,,,,,,,160,Transient
,,,,,,,160,Transient
,,,,,,,184.875,Transient-Party
,,,,,,,180.3,Transient-Party
,,,,,,,184.875,Transient
,,,,,,,244.25,Transient
,,,,,,,184.875,Transient
,,,,,,,184.875,Transient
,,,,,,,180.3,Transient-Party
,,,,,,,369.75,Transient-Party
,,,,,,,291.1766667,Transient
,,,,,,,384.795,Transient
,,,,,,,45.5,Transient
,,,,,,,62,Transient
,,,,,,,85.5,Transient
,,,,,,,76.5,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,39.5,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,97,Transient
,,,,,,,112.5,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,116.3333333,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,78.3,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,112.5,Transient
,,,,,,,94.5,Transient
,,,,,,,150,Transient
,,,,,,,112.2,Transient-Party
,,,,,,,109,Transient
,,,,,,,78.3,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,81.225,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,87.3,Transient
,,,,,,,109,Transient
,,,,,,,94.5,Transient
,,,,,,,118,Transient
,,,,,,,147,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,132.3,Transient
,,,,,,,117.45,Transient
,,,,,,,394.2,Transient
,,,,,,,98.175,Transient
,,,,,,,117.45,Transient
,,,,,,,117.45,Transient
,,,,,,,144.45,Transient
,,,,,,,130.95,Transient
,,,,,,,132.3,Transient
,,,,,,,182.7,Transient
,,,,,,,145.5,Transient
,,,,,,,164.9,Transient
,,,,,,,144.98,Transient
,,,,,,,144.5,Transient
,,,,,,,180.625,Transient
,,,,,,,268.25,Transient
,,,,,,,265.525,Transient
,,,,,,,178.75,Transient
,,,,,,,190.74,Transient
,,,,,,,165.4666667,Transient
,,,,,,,230,Transient
,,,,,,,267.33,Transient
,,,,,,,90,Transient
,,,,,,,39,Transient-Party
,,,,,,,33.75,Transient
,,,,,,,39.075,Transient-Party
,,,,,,,194,Transient
,,,,,,,109,Transient
,,,,,,,99,Transient
,,,,,,,87.6,Transient
,,,,,,,135,Transient
,,,,,,,135,Transient-Party
,,,,,,,117,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,94.2,Transient
,,,,,,,141,Transient
,,,,,,,105.3,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,105.795,Transient
,,,,,,,168.75,Transient
,,,,,,,170.505,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,105.795,Transient
,,,,,,,135,Transient-Party
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,206.505,Transient
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,131.4,Transient
,,,,,,,117.225,Transient
,,,,,,,116,Transient
,,,,,,,105.795,Transient
,,,,,,,135,Transient-Party
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,94.2,Transient
,,,,,,,94.2,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,135,Transient-Party
,,,,,,,128.25,Transient
,,,,,,,105.795,Transient
,,,,,,,105.795,Transient
,,,,,,,158.1066667,Transient
,,,,,,,147.9,Transient
,,,,,,,165.4666667,Transient
,,,,,,,280.5,Transient
,,,,,,,442.02,Transient
,,,,,,,522.76,Transient
,,,,,,,331.45,Transient
,,,,,,,331.45,Transient
,,,,,,,129,Transient
,,,,,,,90,Transient
,,,,,,,87.6,Transient
,,,,,,,76.2,Transient
,,,,,,,117.45,Transient
,,,,,,,151.4666667,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,151.4666667,Transient
,,,,,,,168.63,Transient
,,,,,,,150,Transient
,,,,,,,147.9,Transient-Party
,,,,,,,173.96,Transient
,,,,,,,150,Transient
,,,,,,,195.26,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,151.4666667,Transient
,,,,,,,170,Transient
,,,,,,,113.88,Transient
,,,,,,,151.4666667,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,181.9,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,147.9,Transient-Party
,,,,,,,161.5,Transient
,,,,,,,150,Transient
,,,,,,,164.9,Transient
,,,,,,,129.275,Transient
,,,,,,,275.375,Transient
,,,,,,,165.4666667,Transient
,,,,,,,193.375,Transient
,,,,,,,206.6666667,Transient
,,,,,,,291.36,Transient
,,,,,,,264.36,Transient
,,,,,,,184.23,Transient
,,,,,,,242.2,Transient
,,,,,,,201.4133333,Transient
,,,,,,,314.09,Transient
,,,,,,,50.5,Transient
,,,,,,,78.15,Transient-Party
,,,,,,,129,Transient
,,,,,,,78,Transient-Party
,,,,,,,129,Transient
,,,,,,,79.33333333,Transient
,,,,,,,127.5,Transient
,,,,,,,94.5,Transient
,,,,,,,114.75,Transient-Party
,,,,,,,102.7,Transient
,,,,,,,144.45,Transient
,,,,,,,162,Transient
,,,,,,,144.45,Transient-Party
,,,,,,,277,Transient
,,,,,,,130.3333333,Transient
,,,,,,,251.6,Transient
,,,,,,,165.4666667,Transient
,,,,,,,166.6,Transient
,,,,,,,145.0666667,Transient
,,,,,,,135.9,Transient
,,,,,,,229.5,Transient
,,,,,,,232.05,Transient
,,,,,,,292.81,Transient
,,,,,,,292.81,Transient
,,,,,,,292.81,Transient
,,,,,,,292.81,Transient
,,,,,,,135,Transient
,,,,,,,39.15,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,0,Transient
,,,,,,,50.5,Transient
,,,,,,,38.4,Transient
,,,,,,,43.8,Transient
,,,,,,,89,Transient
,,,,,,,88.2,Transient
,,,,,,,89,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,193.5,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,270,Transient
,,,,,,,131.4,Transient
,,,,,,,131.4,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,148.5,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,76.05,Transient
,,,,,,,132.3,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,115.2,Transient
,,,,,,,193.5,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,270,Transient
,,,,,,,270,Transient
,,,,,,,187.5,Transient
,,,,,,,187.5,Transient
,,,,,,,222,Transient
,,,,,,,177,Transient
,,,,,,,322.5,Transient
,,,,,,,193.375,Transient
,,,,,,,305.585,Transient-Party
,,,,,,,195.51,Transient-Party
,,,,,,,711.99,Transient
,,,,,,,191.4,Transient
,,,,,,,63.45,Transient
,,,,,,,50.5,Transient
,,,,,,,112.5,Transient
,,,,,,,63.45,Transient
,,,,,,,44.5,Transient
,,,,,,,92.7,Transient
,,,,,,,99,Transient
,,,,,,,89.3,Transient-Party
,,,,,,,89.3,Transient-Party
,,,,,,,92.66666667,Transient
,,,,,,,117,Transient
,,,,,,,50.5,Transient
,,,,,,,101.7,Transient
,,,,,,,85.5,Transient
,,,,,,,99,Transient
,,,,,,,182.7,Transient
,,,,,,,122.25,Transient
,,,,,,,122.25,Transient
,,,,,,,90,Transient-Party
,,,,,,,148.95,Transient
,,,,,,,225.3,Transient
,,,,,,,193.8,Transient
,,,,,,,193.8,Transient
,,,,,,,177.66,Transient
,,,,,,,130.84,Transient
,,,,,,,158.83,Transient
,,,,,,,177.4,Transient
,,,,,,,204.3,Transient
,,,,,,,225.9,Transient
,,,,,,,177.66,Transient
,,,,,,,242.6666667,Transient
,,,,,,,244.375,Transient
,,,,,,,255.6,Transient
,,,,,,,375.3,Transient
,,,,,,,265.965,Transient-Party
,,,,,,,262.5,Transient-Party
,,,,,,,375.3,Transient
,,,,,,,312.585,Transient
,,,,,,,38.4,Transient
,,,,,,,38.4,Transient
,,,,,,,53,Transient
,,,,,,,38.4,Transient
,,,,,,,44.1,Transient
,,,,,,,43.8,Transient
,,,,,,,49.5,Transient
,,,,,,,44.1,Transient
,,,,,,,140.4,Transient
,,,,,,,140.4,Transient
,,,,,,,134,Transient
,,,,,,,289.8,Transient
,,,,,,,95.4,Transient
,,,,,,,157.95,Transient
,,,,,,,159.3,Transient
,,,,,,,128.25,Transient-Party
,,,,,,,187.65,Transient
,,,,,,,128.25,Transient-Party
,,,,,,,133.8,Transient
,,,,,,,157.95,Transient
,,,,,,,159,Transient
,,,,,,,133.8,Transient
,,,,,,,171.45,Transient
,,,,,,,152.25,Transient-Party
,,,,,,,190.35,Transient
,,,,,,,336.6,Transient
,,,,,,,221.505,Transient
,,,,,,,183.67,Transient
,,,,,,,144.45,Transient
,,,,,,,157.95,Transient
,,,,,,,257.505,Transient
,,,,,,,140.06,Transient
,,,,,,,227.7,Transient
,,,,,,,124.36,Transient
,,,,,,,140.06,Transient
,,,,,,,181.9,Transient
,,,,,,,198.9,Transient-Party
,,,,,,,397.8,Transient-Party
,,,,,,,249.3,Transient
,,,,,,,212.4,Contract
,,,,,,,181.9,Transient
,,,,,,,129.96,Transient
,,,,,,,198.9,Transient-Party
,,,,,,,181.9,Transient
,,,,,,,129.96,Transient
,,,,,,,198.9,Transient
,,,,,,,140.06,Transient
,,,,,,,300,Transient-Party
,,,,,,,196.5625,Transient-Party
,,,,,,,244.375,Transient-Party
,,,,,,,300,Transient-Party
,,,,,,,196.5625,Transient-Party
,,,,,,,217,Transient
,,,,,,,187.2,Transient
,,,,,,,179.5,Transient-Party
,,,,,,,198.9,Transient
,,,,,,,198.9,Transient
,,,,,,,2700,Transient
,,,,,,,47.7,Transient
,,,,,,,106.2,Transient
,,,,,,,47.7,Transient
,,,,,,,53.1,Transient
,,,,,,,140.4,Transient
,,,,,,,106.2,Transient
,,,,,,,149.4,Transient
,,,,,,,140.4,Transient
,,,,,,,128.25,Transient-Party
,,,,,,,89.25,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,142.875,Transient
,,,,,,,195,Transient
,,,,,,,128.25,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,195,Transient
,,,,,,,130,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,144.45,Transient-Party
,,,,,,,128.25,Transient
,,,,,,,128.25,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,165.67,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,150,Transient
,,,,,,,157.95,Transient
,,,,,,,157.95,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,76.05,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,150,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,130,Transient
,,,,,,,195,Transient
,,,,,,,157.95,Transient
,,,,,,,139.95,Transient
,,,,,,,126.225,Transient
,,,,,,,126.225,Transient
,,,,,,,201.95,Transient
,,,,,,,172.8,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,128.25,Transient-Party
,,,,,,,150,Transient
,,,,,,,195,Transient
,,,,,,,159.3,Transient
,,,,,,,157.95,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,144.45,Transient-Party
,,,,,,,157.95,Transient
,,,,,,,150,Transient
,,,,,,,98.745,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,130,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,315,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,206.1,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,195,Transient
,,,,,,,130,Transient
,,,,,,,195,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,144.45,Transient
,,,,,,,278.505,Transient
,,,,,,,296.26,Transient
,,,,,,,149.6,Transient
,,,,,,,119,Transient
,,,,,,,159.6,Transient
,,,,,,,119,Transient
,,,,,,,130,Transient-Party
,,,,,,,130,Transient-Party
,,,,,,,322,Transient
,,,,,,,177.66,Transient
,,,,,,,78.42,Transient-Party
,,,,,,,130,Transient-Party
,,,,,,,130,Transient-Party
,,,,,,,130,Transient-Party
,,,,,,,159.6,Transient
,,,,,,,130,Transient-Party
,,,,,,,149.6,Transient
,,,,,,,178.8,Transient
,,,,,,,126,Transient
,,,,,,,141.6,Transient
,,,,,,,130,Transient-Party
,,,,,,,661.7,Transient
,,,,,,,597.135,Transient
,,,,,,,541.44,Transient
,,,,,,,310,Transient
,,,,,,,121.3333333,Transient
,,,,,,,96,Transient
,,,,,,,106.2,Transient
,,,,,,,171,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,116.1,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,243,Transient
,,,,,,,96,Transient
,,,,,,,96,Transient
,,,,,,,135.45,Transient
,,,,,,,100.81,Transient
,,,,,,,114.24,Transient-Party
,,,,,,,150,Transient
,,,,,,,114.24,Transient-Party
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,216.495,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,216.24,Transient
,,,,,,,100.81,Transient
,,,,,,,114.24,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,150,Transient
,,,,,,,216.495,Transient
,,,,,,,168.2475,Transient
,,,,,,,150,Transient
,,,,,,,239.3333333,Transient
,,,,,,,297,Transient
,,,,,,,190.4,Transient
,,,,,,,229.3333333,Transient
,,,,,,,272,Transient
,,,,,,,248.625,Transient
,,,,,,,239.625,Transient
,,,,,,,339.57,Transient
,,,,,,,511,Transient
,,,,,,,49.5,Transient
,,,,,,,55.66666667,Transient
,,,,,,,48.15,Transient
,,,,,,,207,Transient
,,,,,,,160.5,Transient-Party
,,,,,,,135.45,Transient
,,,,,,,139.87,Transient
,,,,,,,162.5,Transient
,,,,,,,110,Transient
,,,,,,,155.76,Transient
,,,,,,,395.25,Transient
,,,,,,,225.3666667,Transient
,,,,,,,210.375,Transient
,,,,,,,268.3333333,Transient
,,,,,,,210.375,Transient
,,,,,,,317.5,Transient
,,,,,,,259.2,Transient
,,,,,,,34.16666667,Transient
,,,,,,,41.1,Transient
,,,,,,,80.1,Transient
,,,,,,,80.1,Transient
,,,,,,,80.1,Transient
,,,,,,,80.1,Transient
,,,,,,,58.005,Transient
,,,,,,,123.3,Transient
,,,,,,,114.75,Transient
,,,,,,,171.7,Transient
,,,,,,,287.3,Transient
,,,,,,,154.1333333,Transient
,,,,,,,134.8666667,Transient
,,,,,,,218,Transient
,,,,,,,134.8666667,Transient
,,,,,,,197.2,Transient
,,,,,,,180.625,Transient
,,,,,,,206.125,Transient
,,,,,,,214.625,Transient
,,,,,,,718.2,Transient
,,,,,,,216.75,Transient-Party
,,,,,,,257.55,Transient
,,,,,,,216.75,Transient-Party
,,,,,,,339.29,Contract
,,,,,,,44.5,Transient
,,,,,,,45.66666667,Transient
,,,,,,,40.05,Transient
,,,,,,,45.45,Transient
,,,,,,,41.1,Transient
,,,,,,,44.5,Transient
,,,,,,,67.5,Transient
,,,,,,,123.3,Transient
,,,,,,,201.495,Transient
,,,,,,,130.95,Transient
,,,,,,,164.9,Transient
,,,,,,,164.9,Transient
,,,,,,,216,Transient
,,,,,,,323,Transient
,,,,,,,155.2666667,Transient
,,,,,,,164.9,Transient-Party
,,,,,,,111.26,Transient
,,,,,,,164.9,Transient-Party
,,,,,,,164.9,Transient
,,,,,,,172.56,Transient
,,,,,,,111.26,Transient
,,,,,,,361.25,Transient
,,,,,,,212.5,Transient
,,,,,,,288.575,Transient
,,,,,,,1143.3,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,64,Transient
,,,,,,,134.88,Transient-Party
,,,,,,,210,Transient
,,,,,,,165.495,Transient
,,,,,,,134.88,Transient-Party
,,,,,,,130.95,Transient
,,,,,,,114.75,Transient
,,,,,,,160.1,Transient
,,,,,,,202.3,Transient
,,,,,,,104.72,Transient
,,,,,,,164.9,Transient
,,,,,,,164.9,Transient
,,,,,,,153.52,Transient
,,,,,,,261.8,Transient
,,,,,,,104.72,Transient
,,,,,,,153.52,Transient
,,,,,,,350,Transient
,,,,,,,350,Transient
,,,,,,,206.125,Transient
,,,,,,,268.3333333,Transient
,,,,,,,206.125,Transient
,,,,,,,247.35,Transient
,,,,,,,288.575,Transient
,,,,,,,326.515,Transient
,,,,,,,660,Transient
,,,,,,,365.5,Transient
,,,,,,,2689.26,Transient
,,,,,,,36.2,Transient
,,,,,,,95,Transient-Party
,,,,,,,6,Transient
,,,,,,,95,Transient-Party
,,,,,,,0,Transient
,,,,,,,42.60666667,Transient
,,,,,,,36.2,Transient
,,,,,,,38.25,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,158,Transient
,,,,,,,165,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,165,Transient
,,,,,,,165,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,97.5,Transient
,,,,,,,62,Transient
,,,,,,,103.3333333,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,62,Transient
,,,,,,,151.2,Contract
,,,,,,,150.3,Transient
,,,,,,,123.3,Transient-Party
,,,,,,,120.15,Transient
,,,,,,,117,Transient-Party
,,,,,,,151.2,Contract
,,,,,,,107.1,Transient
,,,,,,,144.45,Transient
,,,,,,,151.2,Contract
,,,,,,,136.35,Transient
,,,,,,,117.225,Transient-Party
,,,,,,,114.75,Transient
,,,,,,,153.86,Transient
,,,,,,,130,Transient-Party
,,,,,,,164.9,Transient-Party
,,,,,,,232.52,Transient
,,,,,,,164.9,Transient-Party
,,,,,,,130,Transient-Party
,,,,,,,200.4,Transient
,,,,,,,164.9,Transient-Party
,,,,,,,164.9,Transient-Party
,,,,,,,191.25,Transient
,,,,,,,342.5,Transient
,,,,,,,642.6,Transient
,,,,,,,642.6,Transient
,,,,,,,810,Transient
,,,,,,,289,Transient
,,,,,,,163.8,Transient-Party
,,,,,,,104.4,Transient
,,,,,,,76.5,Transient
,,,,,,,111,Transient
,,,,,,,98,Transient
,,,,,,,90.9,Transient
,,,,,,,79.65,Transient
,,,,,,,163.8,Transient-Party
,,,,,,,87.3,Transient
,,,,,,,131.4,Transient
,,,,,,,96.3,Transient
,,,,,,,87.3,Transient
,,,,,,,63.86,Transient
,,,,,,,139.05,Transient
,,,,,,,122.85,Transient-Party
,,,,,,,128.25,Transient
,,,,,,,160.65,Transient
,,,,,,,261.9,Transient
,,,,,,,197.1,Transient
,,,,,,,139.05,Transient
,,,,,,,108.9,Transient-Party
,,,,,,,150.3,Transient
,,,,,,,69.36,Transient
,,,,,,,184.8,Transient
,,,,,,,104.04,Transient
,,,,,,,164.9,Transient
,,,,,,,151.3,Transient
,,,,,,,155.2666667,Transient
,,,,,,,328.5,Transient
,,,,,,,206.125,Transient
,,,,,,,253.275,Transient
,,,,,,,442.44,Transient
,,,,,,,221.22,Transient
,,,,,,,1535.1,Transient
,,,,,,,58.95,Transient
,,,,,,,44.5,Transient
,,,,,,,45.45,Transient
,,,,,,,55.25,Transient
,,,,,,,61.65,Transient
,,,,,,,40.05,Transient
,,,,,,,38.25,Transient
,,,,,,,47.83333333,Transient
,,,,,,,24.75,Transient
,,,,,,,61.65,Transient
,,,,,,,87.3,Transient
,,,,,,,176.4,Transient
,,,,,,,76.5,Transient
,,,,,,,214.2,Transient
,,,,,,,82.8,Transient
,,,,,,,107.1,Transient
,,,,,,,176.4,Transient
,,,,,,,306.99,Transient
,,,,,,,130.95,Transient
,,,,,,,95.79,Transient
,,,,,,,267.3,Transient
,,,,,,,130.95,Transient
,,,,,,,114.75,Transient
,,,,,,,267.3,Transient
,,,,,,,128.25,Transient
,,,,,,,155.2,Transient
,,,,,,,225.16,Transient
,,,,,,,171.7,Transient
,,,,,,,144.5,Transient
,,,,,,,118.74,Transient
,,,,,,,240,Transient
,,,,,,,209.3833333,Transient
,,,,,,,247.35,Transient
,,,,,,,242.25,Transient
,,,,,,,243.75,Transient
,,,,,,,187.11,Transient
,,,,,,,262.115,Transient
,,,,,,,262.115,Transient
,,,,,,,48.15,Transient
,,,,,,,48.15,Transient
,,,,,,,153,Transient
,,,,,,,100.2,Transient
,,,,,,,178,Transient
,,,,,,,101,Transient
,,,,,,,163.8,Transient
,,,,,,,89,Transient
,,,,,,,151.5,Transient
,,,,,,,130.95,Transient
,,,,,,,261.9,Transient
,,,,,,,66.9,Transient-Party
,,,,,,,85.5,Transient
,,,,,,,119.475,Transient
,,,,,,,144.45,Transient
,,,,,,,128.7,Transient
,,,,,,,229.5,Transient
,,,,,,,114.75,Transient
,,,,,,,128.25,Transient
,,,,,,,151.2,Transient
,,,,,,,114.75,Transient
,,,,,,,130.95,Transient
,,,,,,,114.75,Transient
,,,,,,,216,Transient
,,,,,,,144.5,Transient-Party
,,,,,,,164.9,Transient
,,,,,,,144.5,Transient
,,,,,,,150.45,Transient
,,,,,,,144.5,Transient-Party
,,,,,,,164.9,Transient
,,,,,,,184.75,Transient
,,,,,,,239.85,Transient
,,,,,,,239.85,Transient
,,,,,,,251.61,Transient
,,,,,,,285.6,Transient
,,,,,,,356.58,Transient
,,,,,,,44.5,Transient
,,,,,,,53.55,Transient
,,,,,,,107.1,Transient
,,,,,,,107.1,Transient
,,,,,,,214.2,Transient
,,,,,,,178,Transient
,,,,,,,163.8,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,144.45,Transient
,,,,,,,120,Transient
,,,,,,,210,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,210,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,128.25,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
,,,,,,,120,Transient
